"Project","ScanDate","DependencyName","DependencyPath","Description","License","Md5","Sha1","Identifiers","CPE","CVE","CWE","Vulnerability","Source","CVSSv2_Severity","CVSSv2_Score","CVSSv2","CVSSv3_BaseSeverity","CVSSv3_BaseScore","CVSSv3","CPE Confidence","Evidence Count","VendorProject","Product","Name","DateAdded","ShortDescription","RequiredAction","DueDate","Notes"
spring-boot\spring-boot-admin\spring-boot-admin_server,"Tue, 23 Jan 2024 22:28:07 +0800",spring-boot-admin_server-0.0.1-SNAPSHOT.jar: json-smart-2.3.jar,D:\Developers\SourceCodes\GitHub\SpringProjects\SpringCloud\run_jar\spring-boot\spring-boot-admin\spring-boot-admin_server\spring-boot-admin_server-0.0.1-SNAPSHOT.jar\BOOT-INF\lib\json-smart-2.3.jar,"JSON (JavaScript Object Notation) is a lightweight data-interchange format. It is easy for humans to read and write. It is easy for machines to parse and generate. It is based on a subset of the JavaScript Programming Language, Standard ECMA-262 3rd Edition - December 1999. JSON is a text format that is completely language independent but uses conventions that are familiar to programmers of the C-family of languages, including C, C++, C#, Java, JavaScript, Perl, Python, and many others. These properties make JSON an ideal data-interchange language.","The Apache Software License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",f2a921d4baaa7308de04eed4d8d72715,007396407491352ce4fa30de92efb158adb76b5b,pkg:maven/net.minidev/json-smart@2.3,"cpe:2.3:a:json-smart_project:json-smart:2.3:*:*:*:*:*:*:*, cpe:2.3:a:json-smart_project:json-smart-v2:2.3:*:*:*:*:*:*:*",CVE-2023-1370,CWE-674 Uncontrolled Recursion,"[Json-smart](https://netplex.github.io/json-smart/) is a performance focused, JSON processor lib.  When reaching a ��� or ��� character in the JSON input, the code parses an array or an object respectively.  It was discovered that the code does not have any limit to the nesting of such arrays or objects. Since the parsing of nested arrays and objects is done recursively, nesting too many of them can cause a stack exhaustion (stack overflow) and crash the software.",OSSINDEX,"","","",HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,HIGH,44,"","","","","","","",""
spring-boot\spring-boot-admin\spring-boot-admin_server,"Tue, 23 Jan 2024 22:28:07 +0800",spring-boot-admin_server-0.0.1-SNAPSHOT.jar: json-smart-2.3.jar,D:\Developers\SourceCodes\GitHub\SpringProjects\SpringCloud\run_jar\spring-boot\spring-boot-admin\spring-boot-admin_server\spring-boot-admin_server-0.0.1-SNAPSHOT.jar\BOOT-INF\lib\json-smart-2.3.jar,"JSON (JavaScript Object Notation) is a lightweight data-interchange format. It is easy for humans to read and write. It is easy for machines to parse and generate. It is based on a subset of the JavaScript Programming Language, Standard ECMA-262 3rd Edition - December 1999. JSON is a text format that is completely language independent but uses conventions that are familiar to programmers of the C-family of languages, including C, C++, C#, Java, JavaScript, Perl, Python, and many others. These properties make JSON an ideal data-interchange language.","The Apache Software License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",f2a921d4baaa7308de04eed4d8d72715,007396407491352ce4fa30de92efb158adb76b5b,pkg:maven/net.minidev/json-smart@2.3,"cpe:2.3:a:json-smart_project:json-smart:2.3:*:*:*:*:*:*:*, cpe:2.3:a:json-smart_project:json-smart-v2:2.3:*:*:*:*:*:*:*",CVE-2021-27568,CWE-754 Improper Check for Unusual or Exceptional Conditions,"An issue was discovered in netplex json-smart-v1 through 2015-10-23 and json-smart-v2 through 2.4. An exception is thrown from a function, but it is not caught, as demonstrated by NumberFormatException. When it is not caught, it may cause programs using the library to crash or expose sensitive information.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:N/I:N/A:P,MEDIUM,5.9,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H/E:2.2/RC:R/MAV:A,HIGH,44,"","","","","","","",""
spring-boot\spring-boot-admin\spring-boot-admin_server,"Tue, 23 Jan 2024 22:28:07 +0800",spring-boot-admin_server-0.0.1-SNAPSHOT.jar: junit-4.12.jar,D:\Developers\SourceCodes\GitHub\SpringProjects\SpringCloud\run_jar\spring-boot\spring-boot-admin\spring-boot-admin_server\spring-boot-admin_server-0.0.1-SNAPSHOT.jar\BOOT-INF\lib\junit-4.12.jar,"JUnit is a unit testing framework for Java, created by Erich Gamma and Kent Beck.",Eclipse Public License 1.0: http://www.eclipse.org/legal/epl-v10.html,5b38c40c97fbd0adee29f91e60405584,2973d150c0dc1fefe998f834810d68f278ea58ec,pkg:maven/junit/junit@4.12,cpe:2.3:a:junit:junit4:4.12:*:*:*:*:*:*:*,CVE-2020-15250,"CWE-732 Incorrect Permission Assignment for Critical Resource, CWE-200 Exposure of Sensitive Information to an Unauthorized Actor","In JUnit4 from version 4.7 and before 4.13.1, the test rule TemporaryFolder contains a local information disclosure vulnerability. On Unix like systems, the system's temporary directory is shared between all users on that system. Because of this, when files and directories are written into this directory they are, by default, readable by other users on that same system. This vulnerability does not allow other users to overwrite the contents of these directories or files. This is purely an information disclosure vulnerability. This vulnerability impacts you if the JUnit tests write sensitive information, like API keys or passwords, into the temporary folder, and the JUnit tests execute in an environment where the OS has other untrusted users. Because certain JDK file system APIs were only added in JDK 1.7, this this fix is dependent upon the version of the JDK you are using. For Java 1.7 and higher users: this vulnerability is fixed in 4.13.1. For Java 1.6 and lower users: no patch is available, you must use the workaround below. If you are unable to patch, or are stuck running on Java 1.6, specifying the `java.io.tmpdir` system environment variable to a directory that is exclusively owned by the executing user will fix this vulnerability. For more information, including an example of vulnerable code, see the referenced GitHub Security Advisory.",NVD,LOW,1.9,/AV:L/AC:M/Au:N/C:P/I:N/A:N,MEDIUM,5.5,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N/E:1.8/RC:R/MAV:A,HIGH,51,"","","","","","","",""
spring-boot\spring-boot-admin\spring-boot-admin_server,"Tue, 23 Jan 2024 22:28:07 +0800",spring-boot-admin_server-0.0.1-SNAPSHOT.jar: log4j-api-2.10.0.jar,D:\Developers\SourceCodes\GitHub\SpringProjects\SpringCloud\run_jar\spring-boot\spring-boot-admin\spring-boot-admin_server\spring-boot-admin_server-0.0.1-SNAPSHOT.jar\BOOT-INF\lib\log4j-api-2.10.0.jar,The Apache Log4j API,https://www.apache.org/licenses/LICENSE-2.0.txt,b15b1def49daaf7e74fffcce9442ba98,fec5797a55b786184a537abd39c3fa1449d752d6,pkg:maven/org.apache.logging.log4j/log4j-api@2.10.0,cpe:2.3:a:apache:log4j:2.10.0:*:*:*:*:*:*:*,CVE-2020-9488,CWE-295 Improper Certificate Validation,Improper validation of certificate with host mismatch in Apache Log4j SMTP appender. This could allow an SMTPS connection to be intercepted by a man-in-the-middle attack which could leak any log messages sent through that appender. Fixed in Apache Log4j 2.12.3 and 2.13.1,NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:P/I:N/A:N,LOW,3.7,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N/E:2.2/RC:R/MAV:A,HIGH,43,"","","","","","","",""
spring-boot\spring-boot-admin\spring-boot-admin_server,"Tue, 23 Jan 2024 22:28:07 +0800",spring-boot-admin_server-0.0.1-SNAPSHOT.jar: logback-core-1.2.3.jar,D:\Developers\SourceCodes\GitHub\SpringProjects\SpringCloud\run_jar\spring-boot\spring-boot-admin\spring-boot-admin_server\spring-boot-admin_server-0.0.1-SNAPSHOT.jar\BOOT-INF\lib\logback-core-1.2.3.jar,logback-core module,"http://www.eclipse.org/legal/epl-v10.html, http://www.gnu.org/licenses/old-licenses/lgpl-2.1.html",841fc80c6edff60d947a3872a2db4d45,864344400c3d4d92dfeb0a305dc87d953677c03c,pkg:maven/ch.qos.logback/logback-core@1.2.3,cpe:2.3:a:qos:logback:1.2.3:*:*:*:*:*:*:*,CVE-2023-6378,CWE-502 Deserialization of Untrusted Data,A serialization vulnerability in logback receiver component part of  logback version 1.4.11 allows an attacker to mount a Denial-Of-Service  attack by sending poisoned data.,NVD,"","","",HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:3.9/RC:R/MAV:A,HIGH,30,"","","","","","","",""
spring-boot\spring-boot-admin\spring-boot-admin_server,"Tue, 23 Jan 2024 22:28:07 +0800",spring-boot-admin_server-0.0.1-SNAPSHOT.jar: logback-core-1.2.3.jar,D:\Developers\SourceCodes\GitHub\SpringProjects\SpringCloud\run_jar\spring-boot\spring-boot-admin\spring-boot-admin_server\spring-boot-admin_server-0.0.1-SNAPSHOT.jar\BOOT-INF\lib\logback-core-1.2.3.jar,logback-core module,"http://www.eclipse.org/legal/epl-v10.html, http://www.gnu.org/licenses/old-licenses/lgpl-2.1.html",841fc80c6edff60d947a3872a2db4d45,864344400c3d4d92dfeb0a305dc87d953677c03c,pkg:maven/ch.qos.logback/logback-core@1.2.3,cpe:2.3:a:qos:logback:1.2.3:*:*:*:*:*:*:*,CVE-2021-42550,CWE-502 Deserialization of Untrusted Data,"In logback version 1.2.7 and prior versions, an attacker with the required privileges to edit configurations files could craft a malicious configuration allowing to execute arbitrary code loaded from LDAP servers.",NVD,HIGH,8.5,/AV:N/AC:M/Au:S/C:C/I:C/A:C,MEDIUM,6.6,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:U/C:H/I:H/A:H/E:0.7/RC:R/MAV:A,HIGH,30,"","","","","","","",""
spring-boot\spring-boot-admin\spring-boot-admin_server,"Tue, 23 Jan 2024 22:28:07 +0800",spring-boot-admin_server-0.0.1-SNAPSHOT.jar: maven-core-3.1.0.jar,D:\Developers\SourceCodes\GitHub\SpringProjects\SpringCloud\run_jar\spring-boot\spring-boot-admin\spring-boot-admin_server\spring-boot-admin_server-0.0.1-SNAPSHOT.jar\BOOT-INF\lib\maven-core-3.1.0.jar,Maven Core classes.,"",67c1cd4fa81ff39826826f46e88f420f,3aca07a1e496f1fb9c0d2d950b6aac7779c67b98,pkg:maven/org.apache.maven/maven-core@3.1.0,"",CVE-2021-26291,CWE-346 Origin Validation Error,"Apache Maven will follow repositories that are defined in a dependency� Project Object Model (pom) which may be surprising to some users, resulting in potential risk if a malicious actor takes over that repository or is able to insert themselves into a position to pretend to be that repository. Maven is changing the default behavior in 3.8.1+ to no longer follow http (non-SSL) repository references by default. More details available in the referenced urls. If you are currently using a repository manager to govern the repositories used by your builds, you are unaffected by the risks present in the legacy behavior, and are unaffected by this vulnerability and change to default behavior. See this link for more information about repository management: https://maven.apache.org/repository-management.html",OSSINDEX,"","","",CRITICAL,9.100000381469727,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,HIGH,22,"","","","","","","",""
spring-boot\spring-boot-admin\spring-boot-admin_server,"Tue, 23 Jan 2024 22:28:07 +0800",spring-boot-admin_server-0.0.1-SNAPSHOT.jar: maven-settings-3.1.0.jar,D:\Developers\SourceCodes\GitHub\SpringProjects\SpringCloud\run_jar\spring-boot\spring-boot-admin\spring-boot-admin_server\spring-boot-admin_server-0.0.1-SNAPSHOT.jar\BOOT-INF\lib\maven-settings-3.1.0.jar,Maven Settings model.,"",b18f33545dacd6f3860930934c3dd30d,032c65d957271cb15ae3c93c883ab7e6aca39138,pkg:maven/org.apache.maven/maven-settings@3.1.0,"",CVE-2021-26291,CWE-346 Origin Validation Error,"Apache Maven will follow repositories that are defined in a dependency� Project Object Model (pom) which may be surprising to some users, resulting in potential risk if a malicious actor takes over that repository or is able to insert themselves into a position to pretend to be that repository. Maven is changing the default behavior in 3.8.1+ to no longer follow http (non-SSL) repository references by default. More details available in the referenced urls. If you are currently using a repository manager to govern the repositories used by your builds, you are unaffected by the risks present in the legacy behavior, and are unaffected by this vulnerability and change to default behavior. See this link for more information about repository management: https://maven.apache.org/repository-management.html",OSSINDEX,"","","",CRITICAL,9.100000381469727,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,HIGH,24,"","","","","","","",""
spring-boot\spring-boot-admin\spring-boot-admin_server,"Tue, 23 Jan 2024 22:28:07 +0800",spring-boot-admin_server-0.0.1-SNAPSHOT.jar: netty-codec-4.1.25.Final.jar,D:\Developers\SourceCodes\GitHub\SpringProjects\SpringCloud\run_jar\spring-boot\spring-boot-admin\spring-boot-admin_server\spring-boot-admin_server-0.0.1-SNAPSHOT.jar\BOOT-INF\lib\netty-codec-4.1.25.Final.jar,Netty is an asynchronous event-driven network application framework for    rapid development of maintainable high performance protocol servers and    clients.,http://www.apache.org/licenses/LICENSE-2.0,1b73a2cfd812c85f5d673e37ddd4c202,3e465c75bead40d06b5b9c0612b37cf77c548887,pkg:maven/io.netty/netty-codec@4.1.25.Final,cpe:2.3:a:netty:netty:4.1.25:*:*:*:*:*:*:*,CVE-2019-20444,CWE-444 Inconsistent Interpretation of HTTP Requests ('HTTP Request/Response Smuggling'),"HttpObjectDecoder.java in Netty before 4.1.44 allows an HTTP header that lacks a colon, which might be interpreted as a separate header with an incorrect syntax, or might be interpreted as an ""invalid fold.""",NVD,MEDIUM,6.4,/AV:N/AC:L/Au:N/C:P/I:P/A:N,CRITICAL,9.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N/E:3.9/RC:R/MAV:A,HIGH,31,"","","","","","","",""
spring-boot\spring-boot-admin\spring-boot-admin_server,"Tue, 23 Jan 2024 22:28:07 +0800",spring-boot-admin_server-0.0.1-SNAPSHOT.jar: netty-codec-4.1.25.Final.jar,D:\Developers\SourceCodes\GitHub\SpringProjects\SpringCloud\run_jar\spring-boot\spring-boot-admin\spring-boot-admin_server\spring-boot-admin_server-0.0.1-SNAPSHOT.jar\BOOT-INF\lib\netty-codec-4.1.25.Final.jar,Netty is an asynchronous event-driven network application framework for    rapid development of maintainable high performance protocol servers and    clients.,http://www.apache.org/licenses/LICENSE-2.0,1b73a2cfd812c85f5d673e37ddd4c202,3e465c75bead40d06b5b9c0612b37cf77c548887,pkg:maven/io.netty/netty-codec@4.1.25.Final,cpe:2.3:a:netty:netty:4.1.25:*:*:*:*:*:*:*,CVE-2019-20445,CWE-444 Inconsistent Interpretation of HTTP Requests ('HTTP Request/Response Smuggling'),"HttpObjectDecoder.java in Netty before 4.1.44 allows a Content-Length header to be accompanied by a second Content-Length header, or by a Transfer-Encoding header.",NVD,MEDIUM,6.4,/AV:N/AC:L/Au:N/C:P/I:P/A:N,CRITICAL,9.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N/E:3.9/RC:R/MAV:A,HIGH,31,"","","","","","","",""
spring-boot\spring-boot-admin\spring-boot-admin_server,"Tue, 23 Jan 2024 22:28:07 +0800",spring-boot-admin_server-0.0.1-SNAPSHOT.jar: netty-codec-4.1.25.Final.jar,D:\Developers\SourceCodes\GitHub\SpringProjects\SpringCloud\run_jar\spring-boot\spring-boot-admin\spring-boot-admin_server\spring-boot-admin_server-0.0.1-SNAPSHOT.jar\BOOT-INF\lib\netty-codec-4.1.25.Final.jar,Netty is an asynchronous event-driven network application framework for    rapid development of maintainable high performance protocol servers and    clients.,http://www.apache.org/licenses/LICENSE-2.0,1b73a2cfd812c85f5d673e37ddd4c202,3e465c75bead40d06b5b9c0612b37cf77c548887,pkg:maven/io.netty/netty-codec@4.1.25.Final,cpe:2.3:a:netty:netty:4.1.25:*:*:*:*:*:*:*,CVE-2019-16869,CWE-444 Inconsistent Interpretation of HTTP Requests ('HTTP Request/Response Smuggling'),"Netty before 4.1.42.Final mishandles whitespace before the colon in HTTP headers (such as a ""Transfer-Encoding : chunked"" line), which leads to HTTP request smuggling.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:P/A:N,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N/E:3.9/RC:R/MAV:A,HIGH,31,"","","","","","","",""
spring-boot\spring-boot-admin\spring-boot-admin_server,"Tue, 23 Jan 2024 22:28:07 +0800",spring-boot-admin_server-0.0.1-SNAPSHOT.jar: netty-codec-4.1.25.Final.jar,D:\Developers\SourceCodes\GitHub\SpringProjects\SpringCloud\run_jar\spring-boot\spring-boot-admin\spring-boot-admin_server\spring-boot-admin_server-0.0.1-SNAPSHOT.jar\BOOT-INF\lib\netty-codec-4.1.25.Final.jar,Netty is an asynchronous event-driven network application framework for    rapid development of maintainable high performance protocol servers and    clients.,http://www.apache.org/licenses/LICENSE-2.0,1b73a2cfd812c85f5d673e37ddd4c202,3e465c75bead40d06b5b9c0612b37cf77c548887,pkg:maven/io.netty/netty-codec@4.1.25.Final,cpe:2.3:a:netty:netty:4.1.25:*:*:*:*:*:*:*,CVE-2020-11612,CWE-770 Allocation of Resources Without Limits or Throttling,"The ZlibDecoders in Netty 4.1.x before 4.1.46 allow for unbounded memory allocation while decoding a ZlibEncoded byte stream. An attacker could send a large ZlibEncoded byte stream to the Netty server, forcing the server to allocate all of its free memory to a single decoder.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:N/A:P,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:3.9/RC:R/MAV:A,HIGH,31,"","","","","","","",""
spring-boot\spring-boot-admin\spring-boot-admin_server,"Tue, 23 Jan 2024 22:28:07 +0800",spring-boot-admin_server-0.0.1-SNAPSHOT.jar: netty-codec-4.1.25.Final.jar,D:\Developers\SourceCodes\GitHub\SpringProjects\SpringCloud\run_jar\spring-boot\spring-boot-admin\spring-boot-admin_server\spring-boot-admin_server-0.0.1-SNAPSHOT.jar\BOOT-INF\lib\netty-codec-4.1.25.Final.jar,Netty is an asynchronous event-driven network application framework for    rapid development of maintainable high performance protocol servers and    clients.,http://www.apache.org/licenses/LICENSE-2.0,1b73a2cfd812c85f5d673e37ddd4c202,3e465c75bead40d06b5b9c0612b37cf77c548887,pkg:maven/io.netty/netty-codec@4.1.25.Final,cpe:2.3:a:netty:netty:4.1.25:*:*:*:*:*:*:*,CVE-2021-37136,CWE-400 Uncontrolled Resource Consumption,The Bzip2 decompression decoder function doesn't allow setting size restrictions on the decompressed output data (which affects the allocation size used during decompression). All users of Bzip2Decoder are affected. The malicious input can trigger an OOME and so a DoS attack,NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:N/A:P,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:3.9/RC:R/MAV:A,HIGH,31,"","","","","","","",""
spring-boot\spring-boot-admin\spring-boot-admin_server,"Tue, 23 Jan 2024 22:28:07 +0800",spring-boot-admin_server-0.0.1-SNAPSHOT.jar: netty-codec-4.1.25.Final.jar,D:\Developers\SourceCodes\GitHub\SpringProjects\SpringCloud\run_jar\spring-boot\spring-boot-admin\spring-boot-admin_server\spring-boot-admin_server-0.0.1-SNAPSHOT.jar\BOOT-INF\lib\netty-codec-4.1.25.Final.jar,Netty is an asynchronous event-driven network application framework for    rapid development of maintainable high performance protocol servers and    clients.,http://www.apache.org/licenses/LICENSE-2.0,1b73a2cfd812c85f5d673e37ddd4c202,3e465c75bead40d06b5b9c0612b37cf77c548887,pkg:maven/io.netty/netty-codec@4.1.25.Final,cpe:2.3:a:netty:netty:4.1.25:*:*:*:*:*:*:*,CVE-2021-37137,CWE-400 Uncontrolled Resource Consumption,The Snappy frame decoder function doesn't restrict the chunk length which may lead to excessive memory usage. Beside this it also may buffer reserved skippable chunks until the whole chunk was received which may lead to excessive memory usage as well. This vulnerability can be triggered by supplying malicious input that decompresses to a very big size (via a network stream or a file) or by sending a huge skippable chunk.,NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:N/A:P,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:3.9/RC:R/MAV:A,HIGH,31,"","","","","","","",""
spring-boot\spring-boot-admin\spring-boot-admin_server,"Tue, 23 Jan 2024 22:28:07 +0800",spring-boot-admin_server-0.0.1-SNAPSHOT.jar: netty-codec-4.1.25.Final.jar,D:\Developers\SourceCodes\GitHub\SpringProjects\SpringCloud\run_jar\spring-boot\spring-boot-admin\spring-boot-admin_server\spring-boot-admin_server-0.0.1-SNAPSHOT.jar\BOOT-INF\lib\netty-codec-4.1.25.Final.jar,Netty is an asynchronous event-driven network application framework for    rapid development of maintainable high performance protocol servers and    clients.,http://www.apache.org/licenses/LICENSE-2.0,1b73a2cfd812c85f5d673e37ddd4c202,3e465c75bead40d06b5b9c0612b37cf77c548887,pkg:maven/io.netty/netty-codec@4.1.25.Final,cpe:2.3:a:netty:netty:4.1.25:*:*:*:*:*:*:*,CVE-2022-41881,CWE-674 Uncontrolled Recursion,"Netty project is an event-driven asynchronous network application framework. In versions prior to 4.1.86.Final, a StackOverflowError can be raised when parsing a malformed crafted message due to an infinite recursion. This issue is patched in version 4.1.86.Final. There is no workaround, except using a custom HaProxyMessageDecoder.",NVD,"","","",HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:3.9/RC:R/MAV:A,HIGH,31,"","","","","","","",""
spring-boot\spring-boot-admin\spring-boot-admin_server,"Tue, 23 Jan 2024 22:28:07 +0800",spring-boot-admin_server-0.0.1-SNAPSHOT.jar: netty-codec-4.1.25.Final.jar,D:\Developers\SourceCodes\GitHub\SpringProjects\SpringCloud\run_jar\spring-boot\spring-boot-admin\spring-boot-admin_server\spring-boot-admin_server-0.0.1-SNAPSHOT.jar\BOOT-INF\lib\netty-codec-4.1.25.Final.jar,Netty is an asynchronous event-driven network application framework for    rapid development of maintainable high performance protocol servers and    clients.,http://www.apache.org/licenses/LICENSE-2.0,1b73a2cfd812c85f5d673e37ddd4c202,3e465c75bead40d06b5b9c0612b37cf77c548887,pkg:maven/io.netty/netty-codec@4.1.25.Final,cpe:2.3:a:netty:netty:4.1.25:*:*:*:*:*:*:*,CVE-2023-44487,CWE-400 Uncontrolled Resource Consumption,"The HTTP/2 protocol allows a denial of service (server resource consumption) because request cancellation can reset many streams quickly, as exploited in the wild in August through October 2023.",NVD,"","","",HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:3.9/RC:R/MAV:A,HIGH,31,IETF,HTTP/2,HTTP/2 Rapid Reset Attack Vulnerability,2023-10-10,HTTP/2 contains a rapid reset vulnerability that allows for a distributed denial-of-service attack (DDoS).,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2023-10-31,https://blog.cloudflare.com/technical-breakdown-http2-rapid-reset-ddos-attack/
